record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
D02-SURFACE-ACCOUNTABILITY,n/a,CG-EVIDENCE-ACCOUNTABILITY,D02,Evidence,Repository-wide surface accountability and non-semantic artifacts,repository surface set,evidence/accountability,standalone,LICENSE,05e384531ed3072b07758b6978edfed6ae58908d8a9f2170d379e71c9e448d44,n/a,classification and reference retention,one-to-many,reference-only,"Administrative, generated, media, fixture, and non-selected surfaces remain explicitly accounted for without being copied into the target.",Convergence evidence,docs/convergence/surface-accountability.csv;docs/convergence/adoption-matrix.csv,"Every donor file has a hash, classification, authority status, and semantic disposition link.",File count is not treated as semantic adoption.,tools/validate_convergence.py#surface coverage,Convergence evidence bundle,none,BSD-3-Clause plus embedded resource terms,low,n/a,high,statically-validated
D03-HARDWARE-BYPASS-GUARD,n/a,CG-PROVISIONING-SAFETY,D03,Safety,Hardware-requirement bypass detection and rejection,mechanism or evidence cluster,constraint/negative lesson,context-dependent,README.md,86b43618bbceabcbab6a1abbcbfd23f71e534a948dbd7c1d1de9de591df67325,n/a,negative evidence,negative-to-guardrail,guardrail-derived,Bypass examples inform detection only.,Provisioning safety,src/WinCare/Providers/72-Provisioning.ps1#Get-WinCareUnattendAnalysis;src/WinCare/Core/01-Config.ps1#Get-WinCareDefaultPolicy,"Unsupported hardware bypasses are reported, not generated or applied.",No TPM/CPU/RAM/Secure Boot bypass automation.,tests/Core.Contracts.Tests.ps1#Configuration and policy admission,Unattend risk report,additive; no donor runtime or persistent-state migration,MIT,critical,n/a,high,statically-validated
D03-OEM-KIT,n/a,CG-PROVISIONING-KIT-EXPORTER,D03,Deployment,Reproducible OEM provisioning kit,mechanism or evidence cluster,product/knowledge inspiration,context-dependent,autounattend.xml,1906a0bb362b8f6b33a181a6b3405afbc2dea30cf65671d80ca4a06e6565b25d,n/a,rederivation,idea-to-native,inspired-native,A target-native OEM folder layout and integrity manifest replace embedded donor scripts.,Provisioning kit exporter,src/WinCare/Providers/72-Provisioning.ps1#Export-WinCareProvisioningKit,Every static kit file is hash-bound; apply requires explicit marker files and PowerShell 7.2+.,The kit never downloads prerequisites or silently applies on unsupported hosts.,tests/Providers.Admission.Tests.ps1#Provisioning admission and stage separation,Exported OEM kit,additive; no donor runtime or persistent-state migration,MIT,high,n/a,high,statically-validated
D03-STAGED-PROVISIONING,n/a,CG-PROVISIONING-PLANS,D03,Provisioning,System/user/common provisioning stages,mechanism or evidence cluster,executable behavior,context-dependent,README.md,86b43618bbceabcbab6a1abbcbfd23f71e534a948dbd7c1d1de9de591df67325,n/a,recomposition,many-to-one,recomposed,Pass concepts were translated into target-native System/User plans under one action engine.,Provisioning plans,src/WinCare/Providers/72-Provisioning.ps1#New-WinCareProvisioningPlan,System and user stages remain explicit and share contract/policy validation.,No stage executes without preview and explicit apply authorization.,tests/Providers.Admission.Tests.ps1#Provisioning admission and stage separation,Provisioning screen/headless,additive; no donor runtime or persistent-state migration,MIT,high,n/a,high,statically-validated
D03-SURFACE-ACCOUNTABILITY,n/a,CG-EVIDENCE-ACCOUNTABILITY,D03,Evidence,Repository-wide surface accountability and non-semantic artifacts,repository surface set,evidence/accountability,standalone,README.md,86b43618bbceabcbab6a1abbcbfd23f71e534a948dbd7c1d1de9de591df67325,n/a,classification and reference retention,one-to-many,reference-only,"Administrative, generated, media, fixture, and non-selected surfaces remain explicitly accounted for without being copied into the target.",Convergence evidence,docs/convergence/surface-accountability.csv;docs/convergence/adoption-matrix.csv,"Every donor file has a hash, classification, authority status, and semantic disposition link.",File count is not treated as semantic adoption.,tools/validate_convergence.py#surface coverage,Convergence evidence bundle,none,MIT,low,n/a,high,statically-validated
D03-UNATTEND-ANALYSIS,n/a,CG-PROVISIONING-ANALYSIS,D03,Provisioning,Secure unattend pass/command/risk analysis,mechanism or evidence cluster,executable behavior,context-dependent,autounattend.xml,1906a0bb362b8f6b33a181a6b3405afbc2dea30cf65671d80ca4a06e6565b25d,n/a,reimplementation,one-to-many,adapted,XML parsing was rebuilt with DTD/entity prohibition and explicit risk rules.,Provisioning analysis,src/WinCare/Providers/72-Provisioning.ps1#Get-WinCareUnattendAnalysis,Unattend content is treated as data and never executed during analysis.,"External commands, hardware bypasses, Defender weakening, and boot changes are surfaced as risk.",tests/Providers.Admission.Tests.ps1#Provisioning admission and stage separation,Provisioning screen and headless analysis,additive; no donor runtime or persistent-state migration,MIT,critical,n/a,high,statically-validated
D04-AUDIT-FIRST-GUARD,n/a,CG-WDAC-GOVERNANCE,D04,Safety,Audit-first promotion policy,mechanism or evidence cluster,constraint/negative lesson,context-dependent,Files/SAMPLES/DenyAllAudit.xml,af65ab558d798d40a8ab4a7ec53d1680db689bf3708404637687c9188b6eb992,n/a,guardrail derivation,negative-to-guardrail,guardrail-derived,Operational guidance became a policy gate for enforcement.,WDAC governance,src/WinCare/Core/08-Policy.ps1#Test-WinCareActionPolicy;src/WinCare/Core/01-Config.ps1#Get-WinCareDefaultPolicy,Enforcement requires explicit policy permission and critical-risk approval.,No automatic audit-to-enforced promotion.,tests/Core.Contracts.Tests.ps1#Configuration and policy admission,WDAC warnings and policy,additive; no donor runtime or persistent-state migration,MIT,critical,n/a,high,statically-validated
D04-CI-EVENTS,n/a,CG-SECURITY-DIAGNOSTICS,D04,Diagnostics,Code Integrity operational event review,mechanism or evidence cluster,executable behavior,context-dependent,Files/SAMPLES/DenyAllAudit.xml,af65ab558d798d40a8ab4a7ec53d1680db689bf3708404637687c9188b6eb992,n/a,adaptation,one-to-one,adapted,Event review was exposed as bounded read-only diagnostics.,Security diagnostics,src/WinCare/Providers/76-WDAC.ps1#Get-WinCareCodeIntegrityEvent,Event count/time range are bounded and read-only.,Events do not automatically authorize policy enforcement.,tests/UI.Release.Tests.ps1#UI and headless completeness,WDAC events screen/headless,additive; no donor runtime or persistent-state migration,MIT,medium,n/a,high,statically-validated
D04-SURFACE-ACCOUNTABILITY,n/a,CG-EVIDENCE-ACCOUNTABILITY,D04,Evidence,Repository-wide surface accountability and non-semantic artifacts,repository surface set,evidence/accountability,standalone,LICENSE,00208a7aca4901428323fc20ff7df6124a7b97ca3a1b1340fcc49164c860e461,n/a,classification and reference retention,one-to-many,reference-only,"Administrative, generated, media, fixture, and non-selected surfaces remain explicitly accounted for without being copied into the target.",Convergence evidence,docs/convergence/surface-accountability.csv;docs/convergence/adoption-matrix.csv,"Every donor file has a hash, classification, authority status, and semantic disposition link.",File count is not treated as semantic adoption.,tools/validate_convergence.py#surface coverage,Convergence evidence bundle,none,MIT,low,n/a,high,statically-validated
D04-WDAC-DEPLOYMENT,n/a,CG-WDAC-LIFECYCLE,D04,Security,CiTool-only authenticated deployment/removal,mechanism or evidence cluster,executable behavior,context-dependent,.github/workflows/virustotal.yml,b840894584b79058028903383a0fbe79b57987dc5ed0a0ed4c0a9d1a65a2ef51,n/a,hardening,many-to-one,hardened,Deployment was narrowed to supported CiTool operations with post-verification.,WDAC lifecycle,src/WinCare/Providers/76-WDAC.ps1#Invoke-WinCareWdacDeployAction;src/WinCare/Providers/76-WDAC.ps1#Invoke-WinCareWdacRemoveAction,"Only approved, hash-matching policies reach CiTool; active inventory verifies results.",Direct writes/deletes in CodeIntegrity policy directories are forbidden.,tools/validate_source.py#WDAC direct-write guard,WDAC plan preview and result,additive; no donor runtime or persistent-state migration,MIT,critical,n/a,high,statically-validated
D04-WDAC-VALIDATION,n/a,CG-WDAC-LIFECYCLE,D04,Security,WDAC XML/binary policy identity and audit-mode inspection,mechanism or evidence cluster,executable behavior,context-dependent,Files/SAMPLES/AllowAll.xml,fc0729090dc5b99a5151709c491c9d423e63856ceb76add40104694d25625ed1,n/a,adaptation,one-to-many,adapted,Policy inspection uses secure XML parsing and explicit GUID/hash identity.,WDAC lifecycle,src/WinCare/Providers/76-WDAC.ps1#Test-WinCareWdacPolicy,Policy identity/hash and audit/enforcement mode are known before deployment.,Opaque binary policy names without GUID identity are rejected.,tests/Core.Contracts.Tests.ps1#Versioned action and plan contracts,WDAC screen/headless,additive; no donor runtime or persistent-state migration,MIT,critical,n/a,high,statically-validated
D05-CURATED-PRESETS,n/a,CG-PRESET-ENGINE,D05,Optimization,Curated privacy/performance/gaming/developer presets,mechanism or evidence cluster,executable behavior,context-dependent,README.md,524e34dc903c338fa6c2dbc279b09d440a4ba8991168dee159931b016056ba2a,n/a,synthesis,many-to-one,synthesized,Useful outcomes were retained while unsupported tweaks were removed.,Preset engine,src/WinCare/Data/Catalog/presets.json;src/WinCare/Core/10-Catalog.ps1#New-WinCarePresetPlan,Presets expand to individually visible typed actions.,No preset hides risk or bypasses policy.,"tests/Providers.Admission.Tests.ps1#Catalog, preset, and application profile admission",Profiles and policy,additive; no donor runtime or persistent-state migration,GPL-family; semantics independently rederived,high,n/a,high,statically-validated
D05-PROCESS-TUNING,n/a,CG-PROCESS-DIAGNOSTICS,D05,Performance,Bounded process priority/affinity tuning,mechanism or evidence cluster,executable behavior,context-dependent,README.md,524e34dc903c338fa6c2dbc279b09d440a4ba8991168dee159931b016056ba2a,n/a,hardening,one-to-one,hardened,Only reversible OS-supported process controls were retained.,Process diagnostics,src/WinCare/Providers/55-Internals.ps1#Invoke-WinCareProcessTuningAction,Target process identity/start time is checked before mutation.,"No timer-resolution, scheduler, or undocumented kernel hacks.",tests/Core.Contracts.Tests.ps1#Versioned action and plan contracts,Windows internals screen,additive; no donor runtime or persistent-state migration,GPL-family; semantics independently rederived,high,n/a,high,statically-validated
D05-SURFACE-ACCOUNTABILITY,n/a,CG-EVIDENCE-ACCOUNTABILITY,D05,Evidence,Repository-wide surface accountability and non-semantic artifacts,repository surface set,evidence/accountability,standalone,LICENSE,d0b78d28bcf17179902cc31f43f096c2f4a778aaac1be36a02fcf8e7a78dc456,n/a,classification and reference retention,one-to-many,reference-only,"Administrative, generated, media, fixture, and non-selected surfaces remain explicitly accounted for without being copied into the target.",Convergence evidence,docs/convergence/surface-accountability.csv;docs/convergence/adoption-matrix.csv,"Every donor file has a hash, classification, authority status, and semantic disposition link.",File count is not treated as semantic adoption.,tools/validate_convergence.py#surface coverage,Convergence evidence bundle,none,GPL-family; semantics independently rederived,low,n/a,high,statically-validated
D05-UNSAFE-TWEAK-GUARD,n/a,CG-PERFORMANCE-SAFETY,D05,Safety,"Reject RAM cleaners, timer hacks, service purges, and opaque registry packs",mechanism or evidence cluster,constraint/negative lesson,context-dependent,ET/Program.cs,1e1d2b28b84a8621b41a6b6eb982947ed3cffaf01de899ef70eac22d9046cb42,n/a,negative evidence,negative-to-guardrail,guardrail-derived,High-risk optimizer patterns became product boundaries.,Performance safety,src/WinCare/Data/Knowledge/topics.json;docs/Safety.md,Performance recommendations require measurable supported mechanisms.,"No working-set purge marketed as optimization, prefetch purge, or unbounded registry pack.",tools/validate_source.py#security patterns,Knowledge and policy warnings,additive; no donor runtime or persistent-state migration,GPL-family; semantics independently rederived,critical,n/a,high,statically-validated
D06-EXPLORER-CATALOG,n/a,CG-POLICY-CATALOG,D06,Windows UX,Version-aware Explorer and shell preferences,mechanism or evidence cluster,executable behavior,context-dependent,archive/oldexplorerclean.reg,a920495b213d59aefbccb63dfee44cb87d1c273b013596b25d783859b8e17570,n/a,rederivation,many-to-one,synthesized,Selected supported settings were rebuilt as reversible catalog rules.,Policy catalog,src/WinCare/Data/Catalog/rules.json;src/WinCare/Core/10-Catalog.ps1,Explorer changes include compatibility and prior-state compensation.,No unsupported global shell replacement or opaque registry import.,"tests/Providers.Admission.Tests.ps1#Catalog, preset, and application profile admission",Profiles and shell screens,additive; no donor runtime or persistent-state migration,GPL-family; semantics independently rederived,high,n/a,high,statically-validated
D06-MAINTENANCE-KNOWLEDGE,n/a,CG-KNOWLEDGE-BASE,D06,Knowledge,Cleanup and Windows setup guidance,mechanism or evidence cluster,executable behavior,context-dependent,clean/README.md,1c5a26045c91c7d05f4ba964662f789c4abaadadbe6b9637644835b296b3e29b,n/a,knowledge synthesis,many-to-one,synthesized,"Guidance was normalized into local, explainable troubleshooting topics.",Knowledge base,src/WinCare/Data/Knowledge/topics.json;src/WinCare/Providers/82-Knowledge.ps1,"Advice separates safe, review, sensitive, and expert operations.",Documentation never becomes executable authority.,tests/UI.Release.Tests.ps1#UI and headless completeness,Troubleshooting knowledge,additive; no donor runtime or persistent-state migration,GPL-family; semantics independently rederived,low,n/a,high,statically-validated
D06-REGISTRY-GUARD,n/a,CG-CATALOG-ADMISSION,D06,Safety,Reject blind registry imports and build-agnostic tweaks,mechanism or evidence cluster,constraint/negative lesson,context-dependent,archive/windows_tweaker.reg,0ad477b1d82055bdbe3860f608849637dcdc64fa74fe6066ca28730fbe663523,n/a,negative evidence,negative-to-guardrail,guardrail-derived,Broad scripts motivated strict schemas and build compatibility.,Catalog admission,src/WinCare/Core/10-Catalog.ps1#Test-WinCareCatalogRule;src/WinCare/Core/11-ActionContracts.ps1,Every registry write has an exact key/value/type and risk floor.,No .reg bulk import or unknown key execution.,"tests/Providers.Admission.Tests.ps1#Catalog, preset, and application profile admission",Catalog loader,additive; no donor runtime or persistent-state migration,GPL-family; semantics independently rederived,critical,n/a,high,statically-validated
D06-SURFACE-ACCOUNTABILITY,n/a,CG-EVIDENCE-ACCOUNTABILITY,D06,Evidence,Repository-wide surface accountability and non-semantic artifacts,repository surface set,evidence/accountability,standalone,LICENSE,92b036cd9e2b5216d40a0296f0ba7b1d258ba55f67b92cba912f020df6e1daca,n/a,classification and reference retention,one-to-many,reference-only,"Administrative, generated, media, fixture, and non-selected surfaces remain explicitly accounted for without being copied into the target.",Convergence evidence,docs/convergence/surface-accountability.csv;docs/convergence/adoption-matrix.csv,"Every donor file has a hash, classification, authority status, and semantic disposition link.",File count is not treated as semantic adoption.,tools/validate_convergence.py#surface coverage,Convergence evidence bundle,none,GPL-family; semantics independently rederived,low,n/a,high,statically-validated
D07-APPCONTAINER,n/a,CG-APPLICATION-ISOLATION-DIAGNOSTICS,D07,Security,AppContainer capabilities inventory,mechanism or evidence cluster,executable behavior,context-dependent,README.md,2c747b8e8b58ae7f7bea040eb2b18ea88d65363a41da5366548fbf13e3533a5d,n/a,adaptation,one-to-one,adapted,Package capability inspection was mapped to supported package APIs.,Application isolation diagnostics,src/WinCare/Providers/55-Internals.ps1#Get-WinCareAppContainerCapability,Capabilities are read-only evidence tied to package identity.,No capability is granted or removed by diagnostics.,tests/UI.Release.Tests.ps1#UI and headless completeness,Windows internals/headless,additive; no donor runtime or persistent-state migration,MIT,medium,n/a,high,statically-validated
D07-CPU-TOPOLOGY,n/a,CG-HARDWARE-DIAGNOSTICS,D07,Diagnostics,Processor topology and logical CPU evidence,mechanism or evidence cluster,executable behavior,context-dependent,CpuSet/stdafx.h,b83a32ac9c66a2751be8e312fb6c6355f9e3a28174812631f68625143f38b25a,n/a,adaptation,one-to-one,adapted,Topology concepts were implemented through supported CIM/runtime APIs.,Hardware diagnostics,src/WinCare/Providers/55-Internals.ps1#Get-WinCareProcessorTopology,Reported topology distinguishes logical and physical evidence.,No scheduler manipulation follows automatically.,tests/UI.Release.Tests.ps1#UI and headless completeness,Windows internals screen,additive; no donor runtime or persistent-state migration,MIT,low,n/a,high,statically-validated
D07-CREDENTIAL-PROVIDERS,n/a,CG-SECURITY-DIAGNOSTICS,D07,Security,Credential-provider and binary-signature inventory,mechanism or evidence cluster,executable behavior,context-dependent,README.md,2c747b8e8b58ae7f7bea040eb2b18ea88d65363a41da5366548fbf13e3533a5d,n/a,hardening,one-to-one,hardened,Registration inspection adds signer/path evidence without modifying logon.,Security diagnostics,src/WinCare/Providers/55-Internals.ps1#Get-WinCareCredentialProvider,Provider registration is read-only and signatures are reported separately.,No credential-provider enable/disable operation is exposed.,tests/UI.Release.Tests.ps1#UI and headless completeness,Windows internals/security,additive; no donor runtime or persistent-state migration,MIT,high,n/a,high,statically-validated
D07-KERNEL-GUARD,n/a,CG-DIAGNOSTICS-SAFETY,D07,Safety,Exclude direct kernel/native mutation and unsafe stress,mechanism or evidence cluster,constraint/negative lesson,context-dependent,CPUSTRES/CPUStressEx.h,51f969dede754b9c645445dbd50b85dc5451c5d5c4c0f9c9e7ac3ce654744170,n/a,negative evidence,negative-to-guardrail,guardrail-derived,Internals samples informed bounded diagnostics but not privileged kernel mutation.,Diagnostics safety,src/WinCare/Providers/55-Internals.ps1;docs/Safety.md,Stress diagnostics are bounded and cancellable.,"No driver injection, arbitrary memory write, or kernel hook.",tools/validate_source.py#security patterns,Safety documentation,additive; no donor runtime or persistent-state migration,MIT,critical,n/a,high,statically-validated
D07-PROCESS-INTERNALS,n/a,CG-WINDOWS-INTERNALS-DIAGNOSTICS,D07,Diagnostics,"Bounded process, memory, handle, and signature inventory",mechanism or evidence cluster,executable behavior,context-dependent,README.md,2c747b8e8b58ae7f7bea040eb2b18ea88d65363a41da5366548fbf13e3533a5d,n/a,adaptation,one-to-many,adapted,Internals observations were exposed through bounded PowerShell/CIM diagnostics.,Windows internals diagnostics,src/WinCare/Providers/55-Internals.ps1#Get-WinCareProcessInternals;src/WinCare/Providers/55-Internals.ps1#Get-WinCareMemoryInternals,"Collection is bounded, read-only, and failure-isolated.",Diagnostics never imply malware verdicts or authorization.,tests/UI.Release.Tests.ps1#UI and headless completeness,Windows internals screen/headless,additive; no donor runtime or persistent-state migration,MIT,medium,n/a,high,statically-validated
D07-SURFACE-ACCOUNTABILITY,n/a,CG-EVIDENCE-ACCOUNTABILITY,D07,Evidence,Repository-wide surface accountability and non-semantic artifacts,repository surface set,evidence/accountability,standalone,LICENSE,11871dcdb203cdbcc25146187649df1a40e8e9a0df60d03e402b42d1dfb722b6,n/a,classification and reference retention,one-to-many,reference-only,"Administrative, generated, media, fixture, and non-selected surfaces remain explicitly accounted for without being copied into the target.",Convergence evidence,docs/convergence/surface-accountability.csv;docs/convergence/adoption-matrix.csv,"Every donor file has a hash, classification, authority status, and semantic disposition link.",File count is not treated as semantic adoption.,tools/validate_convergence.py#surface coverage,Convergence evidence bundle,none,MIT,low,n/a,high,statically-validated
D08-BLANKET-DISABLE-GUARD,n/a,CG-POLICY-SAFETY,D08,Safety,Reject blanket service/task/network maintenance,mechanism or evidence cluster,constraint/negative lesson,context-dependent,Scripts/DisableMSOnline.ps1,647464648ad53bd1d651b41219329e8984cf31f7b66750906408d6177e279b49,n/a,negative evidence,negative-to-guardrail,guardrail-derived,Broad maintenance patterns became narrow action contracts and denied defaults.,Policy safety,src/WinCare/Core/11-ActionContracts.ps1;src/WinCare/Core/01-Config.ps1,"Only named, typed, approved targets can change.",No generic maintenance script execution.,tests/Core.Contracts.Tests.ps1#Versioned action and plan contracts,Policy and previews,additive; no donor runtime or persistent-state migration,GPL-family; semantics independently rederived,critical,n/a,high,statically-validated
